"","X","datesnames","response","cum.response","point.pred","point.pred.lower","point.pred.upper","cum.pred","cum.pred.lower","cum.pred.upper","point.effect","point.effect.lower","point.effect.upper","cum.effect","cum.effect.lower","cum.effect.upper","proj.response","proj.conterfactual","proj.conterfactual.lower","proj.conterfactual.upper"
"1",1,"2020-02-25",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2,"2020-02-27",-0.312598423716316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",3,"2020-02-29",-0.206753439277921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",4,"2020-03-02",0.357792253319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",5,"2020-03-04",0.168862388597876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",6,"2020-03-06",0.397328648436948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",7,"2020-03-08",0.517276675589845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",8,"2020-03-10",0.451066748252969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",9,"2020-03-12",0.351360507843277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",10,"2020-03-14",0.533399167783015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",11,"2020-03-16",0.312564273205525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",12,"2020-03-18",0.136409040484433,0.136409040484433,0.122672305434734,0.088335160493692,0.154105262365701,0.136409040484433,0.136409040484433,0.136409040484433,0.0137367350496994,-0.0176962218812682,0.0480738799907412,0,0,0,0.137430074309093,0.137430074309093,0.137430074309093,0.137430074309093
"13",13,"2020-03-20",0.106992336681464,0.243401377165897,0.112490658904155,0.080386326129962,0.146650124857403,0.243401377165897,0.243401377165897,0.243401377165897,-0.00549832222269052,-0.0396577881759387,0.0266060105515023,0,0,0,0.152949465189266,0.152949465189266,0.152949465189266,0.152949465189266
"14",14,"2020-03-22",0.0916745328598878,0.335075910025785,0.105668972966013,0.0766381019396398,0.142238484283749,0.335075910025785,0.335075910025785,0.335075910025785,-0.0139944401061247,-0.0505639514238608,0.015036430920248,0,0,0,0.167633845001873,0.167633845001873,0.167633845001873,0.167633845001873
"15",15,"2020-03-24",0.104395096816471,0.439471006842256,0.106186125208699,0.0740760268814249,0.143777140278075,0.439471006842256,0.439471006842256,0.439471006842256,-0.00179102839222822,-0.039382043461604,0.0303190699350462,0,0,0,0.186080095805009,0.186080095805009,0.186080095805009,0.186080095805009
"16",16,"2020-03-26",0.0310229449380601,0.470493951780316,0.106225615849527,0.0693916309518117,0.143890386633391,0.545696622691783,0.508862637794068,0.583361393475648,-0.0752026709114667,-0.112867441695331,-0.0383686860137516,-0.0752026709114667,-0.112867441695331,-0.0383686860137517,0.19194332546187,0.206934603758515,0.199451048357803,0.214877390832849
"17",17,"2020-03-28",0.00794135574160859,0.478435307521925,0.106423822042455,0.0675233004143043,0.148808687079785,0.652120444734238,0.590548784421013,0.717378421724533,-0.0984824663008464,-0.140867331338176,-0.0595819446726957,-0.173685137212313,-0.238943114202608,-0.112113476899088,0.193473684210527,0.230171950741794,0.216427362098366,0.245693449475842
"18",18,"2020-03-30",0.00518695233666677,0.483622259858592,0.106416462738746,0.0652659557305785,0.151145965917055,0.758536907472984,0.668073205385208,0.85408117607238,-0.10122951040208,-0.145959013580388,-0.0600790033939118,-0.274914647614393,-0.370458916213788,-0.184450945526616,0.194479830148621,0.25601680945569,0.233873273442468,0.281684421850952
"19",19,"2020-04-01",-0.0142041916489095,0.469418068209682,0.106531146031757,0.0618187585086251,0.153457128137183,0.865068053504741,0.745285759994163,0.993160791786267,-0.120735337680666,-0.167661319786092,-0.0760229501575346,-0.395649985295059,-0.523742723576585,-0.275867691784481,0.191736927841327,0.284796317774582,0.252646671369158,0.323716129609331
"20",20,"2020-04-03",-0.492398536717303,-0.0229804685076207,0.106396565015453,0.0583207651736752,0.154438643313078,0.971464618520195,0.815737742561994,1.13197358646312,NA,NA,NA,NA,NA,NA,0.117181700781958,0.316768370799339,0.271088121429413,0.371920374102617
"21",21,"2020-04-05",-0.052798484841734,-0.0757789533493547,0.106404394434986,0.0571111698050222,0.157736608733568,1.07786901295518,0.886621256207071,1.27341889160138,NA,NA,NA,NA,NA,NA,0.111155180047226,0.352332456919445,0.291001218076983,0.428429025003955
"22",22,"2020-04-07",-0.0133582143531852,-0.0891371677025399,0.106257080059361,0.0535787863125517,0.15971616652376,1.18412609301454,0.950066222534349,1.41836738792864,NA,NA,NA,NA,NA,NA,0.10968021868356,0.391831652563835,0.310062043979106,0.495255397827112
